#,Name,Difficult,Priority,Status,Tags,link,source,practicedTimes
285,Inorder Successor in BST,Medium,High,,"1Path, Tree",https://leetcode.com/problems/inorder-successor-in-bst/,"jiuzhang, 算初Tree Divide&Conquer",1
287,Find the Duplicate Number,Medium,Low,More Solution,"BS_Val, Cycle",https://leetcode.com/problems/find-the-duplicate-number/,"jiuzhang, 算高BS&SwipeLine",1
288,Unique Word Abbreviation,Medium,Pass,,Hash,https://leetcode.com/problems/unique-word-abbreviation/,googleFreq,
295,Find Median from Data Stream,Hard,Medium,,"Design, PQ, Tree",https://leetcode.com/problems/find-median-from-data-stream/,"HuaHua, LC_Top_Interview_150, jiuzhang, 算初Hash&Heap, 算高Heap&Stack",1
297,Serialize and Deserialize Binary Tree,Hard,High,,"BFS, Design, Divide and Conquer, Iterate, Tree, tbfs_postChkNull_soSz",https://leetcode.com/problems/serialize-and-deserialize-binary-tree/,"HuaHua, jiuzhang, 算初BFS",1
300,Longest Increasing Subsequence,Medium,High,"More Solution, toRevisit","Array, BS_todo, DP, GoForth, PatienceSort, UsePreResults, dp-TimeSeqFromLastX",https://leetcode.com/problems/longest-increasing-subsequence/,"HuaHua, LC_Top_Interview_150, jiuzhang, wp动归套路, 算初DP",1
302,Smallest Rectangle Enclosing Black Pixels,Hard,Low,,"BFS, BS_Idx, Matrix",https://leetcode.com/problems/smallest-rectangle-enclosing-black-pixels/,"jiuzhang, 算初BFS, 算初BS",1
305,Number of Islands II,Hard,Medium,,Union Find,https://leetcode.com/problems/number-of-islands-ii,"jiuzhang, 算高UnionFind&Trie",1
309,Best Time to Buy and Sell Stock with Cooldown,Medium,High,More Solution,"DP, dp-TimeSeqFromLastOne-Power, stateMachine",https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown,"HuaHua, wp动归套路",
312,Burst Balloons,Hard,Low,,"Array, DP, dp-Pyr",https://leetcode.com/problems/burst-balloons/,"HuaHua, jiuzhang, wp动归套路, 算高DP下",
315,Count of Smaller Numbers After Self,Hard,High,"More Solution, No Idea At First","Divide and Conquer, MergeSort, SegmentTree_val, Tree",https://leetcode.com/problems/count-of-smaller-numbers-after-self/,"HuaHua, jiuzhang, 算高SegmentTree",1
323,Number of Connected Components in an Undirected Graph,Medium,Low,More Solution,"BFS, DFS, Graph, Union Find",https://leetcode.com/problems/number-of-connected-components-in-an-undirected-graph/,"jiuzhang, 算初BFS",1
324,Wiggle Sort II,Medium,Medium,More Solution,QuickSelect,https://leetcode.com/problems/wiggle-sort-ii/,"jiuzhang, 算高FollowUp",1
329,Longest Increasing Path in a Matrix,Hard,Low,More Solution,"DFS, DP, Graph, Matrix, search",https://leetcode.com/problems/longest-increasing-path-in-a-matrix/,"HuaHua, googleFreq",
340,Longest Substring with At Most K Distinct Characters,Medium,Medium,,2pt_SameDir_maxWin_chkValidAftR,https://leetcode.com/problems/longest-substring-with-at-most-k-distinct-characters/,"jiuzhang, 算高TwoPointers&PQ",1
341,Flatten Nested List Iterator,Medium,Low,,"iterator, stack",https://leetcode.com/problems/flatten-nested-list-iterator/,"jiuzhang, 算高FollowUp",1
346,Moving Average from Data Stream,Easy,Pass,,queue,https://leetcode.com/problems/moving-average-from-data-stream/submissions/,googleFreq,
349,Intersection of Two Arrays,Easy,Pass,,Array,https://leetcode.com/problems/intersection-of-two-arrays/,"jiuzhang, 算初LinkedList&Array",1
354,Russian Doll Envelopes,Hard,Pass,,"Array, DP, GoForth, UsePreResults",https://leetcode.com/problems/russian-doll-envelopes/,"jiuzhang, 算初DP",1
359,Logger Rate Limiter,Easy,Pass,,,https://leetcode.com/problems/logger-rate-limiter/,googleFreq,
366,Find Leaves of Binary Tree,Medium,Medium,,"DFS, Divide and Conquer, Tree",https://leetcode.com/problems/find-leaves-of-binary-tree/,googleFreq,
368,Largest Divisible Subset,Medium,Medium,,"Array, DP, GoForth, UsePreResults, dp-TimeSeqFromLastX",https://leetcode.com/problems/largest-divisible-subset/,"jiuzhang, wp动归套路, 算初DP",1
374,Guess Number Higher or Lower,Easy,Pass,,BS_Val,https://leetcode.com/problems/guess-number-higher-or-lower/,"LC_75, googleFreq",
375,Guess Number Higher or Lower II,Medium,Low,,dp-Pyr,https://leetcode.com/problems/guess-number-higher-or-lower-ii/,wp动归套路,
376,Wiggle Subsequence,Medium,High,"Dig More, More Solution, No Idea At First","DP, dp-TimeSeqFromLastOne-Power, stateMachine",https://leetcode.com/problems/wiggle-subsequence/,wp动归套路,
378,Kth Smallest Element in a Sorted Matrix,Medium,Medium,"CalcuComplexity, No Idea At First","BS_Val, PQ, kth",https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix/,"HuaHua, jiuzhang, 算初Hash&Heap, 算高TwoPointers&PQ",1
387,First Unique Character in a String,Easy,Pass,,Hash,https://leetcode.com/problems/first-unique-character-in-a-string/,googleFreq,
388,Longest Absolute File Path,Medium,High,,"DFS, stack, string",https://leetcode.com/problems/longest-absolute-file-path/,googleFreq,
390,[lint] Find Peak Element II,Hard,Low,More Solution,BS_Idx,https://www.lintcode.com/problem/find-peak-element-ii/,"jiuzhang, 算初BS, 算高BS&SwipeLine",1
391,[lint] Number of Airplanes in the Sky,Medium,Pass,,"Hash, Sort, Sweep-Line",https://www.lintcode.com/problem/391/,"HuaHua, jiuzhang, 算高BS&SwipeLine",1
394,Decode String,Medium,High,More Solution,"recursion, stack",https://leetcode.com/problems/decode-string/,"HuaHua, LC_75, jiuzhang, 算高Heap&Stack",1
394,[lint] Coins in a Line,Medium,Low,,"DP, Game",https://www.lintcode.com/problem/394/,"jiuzhang, 算高DP上",1
395,[lint] Coins in a Line II,Medium,Medium,,"DP, Game",https://www.lintcode.com/problem/395/,"jiuzhang, 算高DP上",1
396,[lint] Coins in a Line III,Hard,Medium,,"DP, Game, dp-Pyr",https://www.lintcode.com/problem/coins-in-a-line-iii/description,"jiuzhang, 算高DP上",1
398,[lint] Longest Continuous Increasing Subsequence II,Hard,Low,,"DFS, DP, Matrix",https://www.lintcode.com/problem/longest-continuous-increasing-subsequence-ii/description,"jiuzhang, 算高DP上",1
399,[lint] Nuts & Bolts Problem,Medium,High,,"Partition_with_pivotIdx, quickSort",https://www.lintcode.com/problem/nuts-bolts-problem/,"jiuzhang, 算高FollowUp",1
402,[lint] Continuous Subarray Sum,Medium,Pass,,"Contribution>0, Prefix",https://www.lintcode.com/problem/402/,"jiuzhang, 算高FollowUp",1
403,Frog Jump,Hard,Medium,,"Array, DP, GoForth, buildFutureResults",https://leetcode.com/problems/frog-jump/,"jiuzhang, 算初DP",1
403,[lint] Continuous Subarray Sum II,Medium,Medium,,"Contribution>0, Prefix",https://www.lintcode.com/problem/continuous-subarray-sum-ii,"jiuzhang, 算高FollowUp",1
404,[lint] Subarray Sum II,Hard,Medium,,"2pt_SameDir_diffSpeed, Prefix",http://www.lintcode.com/en/problem/subarray-sum-ii/,"jiuzhang, 算高FollowUp",1
405,[lint] Submatrix Sum,Medium,Medium,,Prefix,https://www.lintcode.com/problem/submatrix-sum,"jiuzhang, 算高FollowUp",1
407,Trapping Rain Water II,Hard,Medium,,"PQ, mbfs_preChkVisited_woSZ",https://leetcode.com/problems/trapping-rain-water-ii/,"jiuzhang, 算高Heap&Stack",1
408,Valid Word Abbreviation,Easy,Pass,,2pt_SameDir_diffSpeed,https://leetcode.com/problems/valid-word-abbreviation/,googleFreq,
410,Split Array Largest Sum,Hard,Medium,,"BS_todo, Greedy, dp-K_Ranges",https://leetcode.com/problems/split-array-largest-sum/,"HuaHua, wp动归套路",
425,Word Squares,Hard,High,,"BackTracking, DFS, Permutation, Trie",https://leetcode.com/problems/word-squares/,"jiuzhang, 算高UnionFind&Trie",1
426,Convert Binary Search Tree to Sorted Doubly Linked List,Medium,Low,,"Iterate, Tree, changeNotAffectIteration",https://leetcode.com/problems/convert-binary-search-tree-to-sorted-doubly-linked-list,"jiuzhang, 算初Tree Divide&Conquer",1
426,Convert Binary Search Tree to Sorted Doubly Linked List,Medium,Medium,,"Iterate, LinkedList, Tree, changeNotAffectIteration",https://leetcode.com/problems/convert-binary-search-tree-to-sorted-doubly-linked-list/,"jiuzhang, 算初LinkedList&Array",1
437,[lint] Copy Books,Medium,Low,,BS_Val,https://www.lintcode.com/problem/437/,"jiuzhang, 算初BS, 算高BS&SwipeLine",1
438,[lint] Copy Books II,Hard,Pass,More Solution,BS_Val,https://www.lintcode.com/problem/copy-books-ii/description,"jiuzhang, 算高BS&SwipeLine",1
438,Find All Anagrams in a String,Medium,Medium,,"2pt_SameDir_sameSpeed, Hash, Sliding Window",https://leetcode.com/problems/find-all-anagrams-in-a-string/,"HuaHua, googleFreq",
439,[lint] Segment Tree Build II,Medium,Low,,SegmentTree_idx,https://www.lintcode.com/problem/439,"jiuzhang, 算高SegmentTree",1
443,[lint] Two Sum - Greater than target,Medium,Pass,,2pt_DiffDir,https://www.lintcode.com/problem/two-sum-greater-than-target,"jiuzhang, 算初TwoPointers",1
444,Sequence Reconstruction,Medium,Medium,,"Graph, TopSorting",https://leetcode.com/problems/sequence-reconstruction/,"jiuzhang, 算初BFS",1
447,[lint] Search in a Big Sorted Array,Medium,Low,,BS_Idx,https://www.lintcode.com/problem/search-in-a-big-sorted-array,"jiuzhang, 算初BS",1
450,Delete Node in a BST,Medium,High,"HardToImplement, More Solution","1Path, BST, Tree",https://leetcode.com/problems/delete-node-in-a-bst/,"HuaHua, LC_75, jiuzhang, 算初Tree Divide&Conquer",1
460,https://leetcode.com/problems/lfu-cache/,Hard,Medium,Dig More,"Design, Hash, LinkedList, Tree",https://leetcode.com/problems/lfu-cache/,"HuaHua, jiuzhang, 算初Hash&Heap",1
462,[lint] Total Occurrence of Target,Easy,Pass,,BS_Idx,https://www.lintcode.com/problem/total-occurrence-of-target/description,"jiuzhang, 算初BS",1
465,[lint] Kth Smallest Sum In Two Sorted Arrays,Hard,Low,"More Solution, No Idea At First","BS_Idx, PQ",https://www.lintcode.com/problem/kth-smallest-sum-in-two-sorted-arrays,"jiuzhang, 算高TwoPointers&PQ",1
470,[lint] Tweaked Identical Binary Tree,Easy,Pass,,Tree,https://www.lintcode.com/problem/tweaked-identical-binary-tree,"jiuzhang, 算初Tree Divide&Conquer",1
474,Ones and Zeroes,Medium,High,Dig More,dp-backpack,https://leetcode.com/problems/ones-and-zeroes/,wp动归套路,
476,[lint] Stone Game,Medium,Low,,"DP, dp-Pyr, interval dp",https://www.lintcode.com/problem/476/,"jiuzhang, 算高DP下",
480,Sliding Window Median,Hard,High,More Solution,"2pt_SameDir_sameSpeed, BS_todo, OrderSet",https://leetcode.com/problems/sliding-window-median/,"HuaHua, jiuzhang, 算高Heap&Stack",1
486,[lint] Merge K Sorted Arrays,Medium,Low,,"MergeSort, PQ",https://www.lintcode.com/problem/merge-k-sorted-arrays,"jiuzhang, 算初Hash&Heap",1
487,Max Consecutive Ones II,Medium,Low,,"2pt, DP, dp-TimeSeqFromLastOne-Power, stateMachine",https://leetcode.com/problems/max-consecutive-ones-ii/,wp动归套路,
489,Robot Room Cleaner,Hard,High,"No Idea At First, toSummarize","BackTracking, DFS, Matrix",https://leetcode.com/problems/robot-room-cleaner/,googleFreq,
494,Target Sum,Medium,High,Dig More,dp-backpack,https://leetcode.com/problems/target-sum/,"HuaHua, wp动归套路",
511,[lint] Swap Two Nodes in Linked List,Medium,Low,,LinkedList,https://www.lintcode.com/problem/511/,"jiuzhang, 算初LinkedList&Array",1
516,Longest Palindromic Subsequence,Medium,Medium,,dp-Pyr,https://leetcode.com/problems/longest-palindromic-subsequence/,"HuaHua, wp动归套路",
518,Coin Change II,Medium,Low,,dp-backpack,https://leetcode.com/problems/coin-change-ii/,wp动归套路,
521,[lint] Remove Duplicate Numbers in Array,Easy,Low,,"2pt_SameDir_diffSpeed, Array",https://www.lintcode.com/problem/remove-duplicate-numbers-in-array,"jiuzhang, 算初TwoPointers",1
526,[lint] Load Balancer,Medium,Medium,Dig More,"Hash, Random",https://www.lintcode.com/problem/526/,googleFreq,
528,Random Pick with Weight,Medium,Medium,,"BS_lower_upper_bound, Prefix, Random",https://leetcode.com/problems/random-pick-with-weight/,googleFreq,
532,[lint] Reverse Pairs,Medium,High,Dig More,MergeSort,https://www.lintcode.com/problem/532/,"jiuzhang, 算初Tree Divide&Conquer",1
533,[lint] Two Sum - Closest to target,Medium,Pass,,2pt_DiffDir,https://www.lintcode.com/problem/two-sum-closest-to-target,"jiuzhang, 算初TwoPointers",1
538,Convert BST to Greater Tree,Medium,Pass,,"Iterate, Tree",https://leetcode.com/problems/convert-bst-to-greater-tree/,googleFreq,
543,[lint] Kth Largest in N Arrays,Hard,Low,CalcuComplexity,PQ,https://www.lintcode.com/problem/kth-largest-in-n-arrays,"jiuzhang, 算高TwoPointers&PQ",1
544,[lint] Top k Largest Numbers,Medium,Pass,,"PQ, TopK",https://www.lintcode.com/problem/top-k-largest-numbers,"jiuzhang, 算初Hash&Heap",1
545,[lint] Top k Largest Numbers II,Medium,Pass,,"PQ, TopK",https://www.lintcode.com/problem/top-k-largest-numbers-ii,"jiuzhang, 算初Hash&Heap",1
546,Remove Boxes,Hard,High,"Dig More, No Idea At First, NotUnderstand","DFS, dp-Pyr, dp-状态转移不仅依赖前一项",https://leetcode.com/problems/remove-boxes/,wp动归套路,
551,Student Attendance Record I,Easy,Low,,string,https://leetcode.com/problems/student-attendance-record-i/,"HuaHua, googleFreq",
552,Student Attendance Record II,Hard,High,"More Solution, No Idea At First, toSummarize","DP, stateMachine",https://leetcode.com/problems/student-attendance-record-ii/,googleFreq,
562,[lint] Backpack IV,Medium,Low,,"DP, dp-backpack",https://www.lintcode.com/problem/562/,"jiuzhang, 算高DP下",
572,Subtree of Another Tree,Easy,Low,,"Divide and Conquer, Tree",https://leetcode.com/problems/subtree-of-another-tree/,"jiuzhang, 算初Tree Divide&Conquer",1
573,[lint] Build Post Office II,Hard,Low,Next Up,"BFS, Matrix, mbfs_preChkVisited_wSz",https://www.lintcode.com/problem/build-post-office-ii,"jiuzhang, 算初BFS",1
583,Delete Operation for Two Strings,Medium,Pass,dup,dp-TwoSeq,https://leetcode.com/problems/delete-operation-for-two-strings/,"HuaHua, wp动归套路",
585,[lint] Maximum Number in Mountain Sequence,Medium,Low,,BS_Idx,https://www.lintcode.com/problem/585/,"jiuzhang, 算初BS",1
586,[lint] Sqrt(x) II,Medium,Low,,BS_Idx,https://www.lintcode.com/problem/sqrtx-ii/description,"jiuzhang, 算高BS&SwipeLine",1
587,[lint] Two Sum - Unique pairs,Medium,Pass,,2pt_DiffDir,https://www.lintcode.com/problem/two-sum-unique-pairs,"jiuzhang, 算初TwoPointers",1
589,[lint] Connecting Graph,Medium,Medium,,Union Find,https://www.lintcode.com/problem/connecting-graph/,"jiuzhang, 算高UnionFind&Trie",1
590,[lint] Connecting Graph II,Medium,Pass,,Union Find,https://www.lintcode.com/problem/connecting-graph-ii/,"jiuzhang, 算高UnionFind&Trie",1
591,[lint] Connecting Graph III,Medium,Pass,,Union Find,https://www.lintcode.com/problem/591/,"jiuzhang, 算高UnionFind&Trie",1
596,[lint] Minimum Subtree,Easy,Low,,"Divide and Conquer, Tree, toNull",https://www.lintcode.com/problem/minimum-subtree/,"jiuzhang, 算初Tree Divide&Conquer",1
597,[lint] Subtree with Maximum Average,Easy,Low,,"Divide and Conquer, Tree, toNull",https://www.lintcode.com/problem/subtree-with-maximum-average,"jiuzhang, 算初Tree Divide&Conquer",1
598,[lint] Zombie in Matrix,Medium,Medium,,"BFS, Matrix, mbfs_preChkVisited_wSz",https://www.lintcode.com/problem/zombie-in-matrix,"jiuzhang, 算初BFS",1
604,[lint] Window Sum,Easy,Pass,,"Sliding Window, changeAffectIteration",https://www.lintcode.com/problem/window-sum,"jiuzhang, 算初TwoPointers",1
609,[lint] Two Sum - Less than or equal to target,Medium,Pass,,2pt_DiffDir,https://www.lintcode.com/problem/two-sum-less-than-or-equal-to-target,"jiuzhang, 算初TwoPointers",1
610,[lint] Two Sum - Difference equals to target,Medium,Medium,,2pt_SameDir_diffSpeed,https://www.lintcode.com/problem/two-sum-difference-equals-to-target,"jiuzhang, 算初TwoPointers",1
611,[lint] Knight Shortest Path,Medium,Low,,"BFS, Matrix, mbfs_preChkVisited_wSz",https://www.lintcode.com/problem/knight-shortest-path,"jiuzhang, 算初BFS",1
611,Valid Triangle Number,Medium,High,,"2pt_DiffDir, Greedy, Math",https://leetcode.com/problems/valid-triangle-number/,"HuaHua, jiuzhang, 算初TwoPointers",1
618,[lint] Search Graph Nodes,Medium,Low,,"BFS, Graph, gbfs_preChkVisited_woSz",https://www.lintcode.com/problem/search-graph-nodes,"jiuzhang, 算初BFS",1
623,[lint] K Edit Distance,Hard,High,,"DFS, DP, StringMatchToMatrix, Trie",https://www.lintcode.com/problem/k-edit-distance/,"jiuzhang, 算高DP下",
631,[lint] Maximal Square II,Medium,Low,,"DP, Matrix",https://www.lintcode.com/problem/maximal-square-ii/description,"jiuzhang, 算高DP上",1
644,Maximum Average Subarray II,Hard,High,"Dig More, No Idea At First, toRevisit, toSummarize","BS_Val, Prefix, Sliding Window",https://leetcode.com/problems/maximum-average-subarray-ii/,"jiuzhang, 算高BS&SwipeLine",1
654,Maximum Binary Tree,Medium,High,,"Divide and Conquer, Tree, monotonic, stack",https://leetcode.com/problems/maximum-binary-tree/,"HuaHua, jiuzhang, 算高Heap&Stack",1
674,Longest Continuous Increasing Subsequence,Easy,Pass,,Array,https://leetcode.com/problems/longest-continuous-increasing-subsequence/,"HuaHua, jiuzhang, 算高DP上",1
691,Stickers to Spell Word,Hard,High,Dig More,"dp-backpack, dp-bitMask, stateMachine",https://leetcode.com/problems/stickers-to-spell-word/,wp动归套路,
692,Top K Frequent Words,Medium,Low,,"Hash, PQ, TopK",https://leetcode.com/problems/top-k-frequent-words/,"HuaHua, jiuzhang, 算初Hash&Heap",1
704,Binary Search,Easy,Pass,,BS_Idx,https://leetcode.com/problems/binary-search/,"HuaHua, jiuzhang, 算初BS",1
712,Minimum ASCII Delete Sum for Two Strings,Medium,Low,,dp-TwoSeq,https://leetcode.com/problems/minimum-ascii-delete-sum-for-two-strings/,"HuaHua, leetcode_daily, wp动归套路",
715,Range Module,Hard,High,"Dig More, More Solution, No Idea At First, toSummarize","BS_lower_upper_bound, Hash, OrderMap, SegmentTree_idx",https://leetcode.com/problems/range-module/,"HuaHua, googleFreq",
718,Maximum Length of Repeated Subarray,Medium,Pass,dup,"DP, StringMatchToMatrix",https://leetcode.com/problems/maximum-length-of-repeated-subarray/,"HuaHua, jiuzhang, 算高DP下",1
727,Minimum Window Subsequence,Hard,High,Dig More,dp-TwoSeq,https://leetcode.com/problems/minimum-window-subsequence/,wp动归套路,
729,My Calendar I,Medium,Medium,,"BS_lower_upper_bound, Geometry, OrderMap",https://leetcode.com/problems/my-calendar-i/,"HuaHua, googleFreq",
778,Swim in Rising Water,Hard,Medium,"More Solution, toSummarize","BFS, BS_todo, Graph, PQ",https://leetcode.com/problems/swim-in-rising-water/,"HuaHua, googleFreq",
783,Minimum Distance Between BST Nodes,Easy,Pass,,"Iterate, Tree",https://leetcode.com/problems/minimum-distance-between-bst-nodes/,,
813,Largest Sum of Averages,Medium,Medium,,dp-K_Ranges,https://leetcode.com/problems/largest-sum-of-averages/,"HuaHua, wp动归套路",
818,Race Car,Hard,Medium,More Solution,"BFS, DP, search",https://leetcode.com/problems/race-car/,"HuaHua, googleFreq",
836,Rectangle Overlap,Easy,Low,,"Geometry, Math",https://leetcode.com/problems/rectangle-overlap/,googleFreq,
843,Guess the Word,Hard,Medium,"Dig More, No Idea At First, todo","Game, miniMax",https://leetcode.com/problems/guess-the-word/,googleFreq,InProgress
876,Middle of the Linked List,Easy,Medium,,2pt_SameDir_FastDoubleSpeed,https://leetcode.com/problems/middle-of-the-linked-list/,"googleFreq, jiuzhang, 算高TwoPointers&PQ",1
