#,Name,Difficult,Priority,Status,Tags,link,source,Last edited time,Created time,practicedTimes,related
156,Binary Tree Upside Down,Medium,High,"Dig More, More Solution","DFS, LinkedList, Tree, reverseAll, stack",https://leetcode.com/problems/binary-tree-upside-down/,googleFreq,"October 12, 2023 2:56 PM","October 17, 2022 8:31 PM",,
158,Read N Characters Given read4 II - Call Multiple Times,Hard,High,Dig More,simulation,https://leetcode.com/problems/read-n-characters-given-read4-ii-call-multiple-times/,googleFreq,"October 12, 2023 2:56 PM","October 12, 2022 10:46 PM",,
160,Intersection of Two Linked Lists,Easy,Medium,No Idea At First,LinkedList,https://leetcode.com/problems/intersection-of-two-linked-lists,"jiuzhang, 算初LinkedList&Array","October 17, 2023 6:16 PM","August 2, 2022 10:00 PM",1,
161,One Edit Distance,Medium,Pass,,2pt_SameDir_diffSpeed,https://leetcode.com/problems/one-edit-distance/,googleFreq,"October 12, 2023 2:56 PM","October 12, 2022 7:28 PM",,
162,Find Peak Element,Medium,Low,,BS_Idx,https://leetcode.com/problems/find-peak-element/,"LC_75, LC_Top_Interview_150, jiuzhang, 算初BS, 算高BS&SwipeLine","October 12, 2023 2:57 PM","July 8, 2022 12:32 PM",1,
163,Missing Ranges,Easy,Pass,,Interval,https://leetcode.com/problems/missing-ranges/,"googleFreq, leetcode_daily","October 12, 2023 2:56 PM","October 16, 2022 5:38 PM",,
167,Two Sum II - Input Array Is Sorted,Medium,Pass,,2pt_DiffDir,https://leetcode.com/problems/two-sum-ii-input-array-is-sorted/,"HuaHua, LC_Top_Interview_150, jiuzhang, 算初TwoPointers","October 19, 2023 5:56 PM","August 6, 2022 11:59 PM",1,
170,Two Sum III - Data structure design,Easy,Pass,More Solution,2pt_DiffDir,https://leetcode.com/problems/two-sum-iii-data-structure-design/,"jiuzhang, 算初TwoPointers","October 19, 2023 9:28 PM","August 6, 2022 11:59 PM",1,
173,Binary Search Tree Iterator,Medium,Low,,"Iterate, Tree",https://leetcode.com/problems/binary-search-tree-iterator/,"LC_Top_Interview_150, jiuzhang, 算初Tree Divide&Conquer, 算高FollowUp","October 13, 2023 12:47 PM","July 8, 2022 4:26 PM",1,
183,[lint] Wood Cut,Hard,Low,,BS_Val,https://www.lintcode.com/problem/183/,"jiuzhang, 算初BS, 算高BS&SwipeLine","October 12, 2023 2:57 PM","July 8, 2022 4:26 PM",1,
188,Best Time to Buy and Sell Stock IV,Hard,High,"More Solution, No Idea At First","DP, Game, dp-TimeSeqFromLastOne-Power, stateMachine",https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iv/,LC_Top_Interview_150,"October 12, 2023 2:56 PM","September 29, 2022 12:40 AM",,
198,House Robber,Medium,Pass,,"Array, DP, dp-TimeSeqFromLastOne-Power, stateMachine",https://leetcode.com/problems/house-robber/,"HuaHua, LC_75, LC_Top_Interview_150, jiuzhang, wp动归套路, 算高DP上","October 29, 2023 10:31 PM","September 9, 2022 12:06 PM",1,"House Robber III (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/House%20Robber%20III%203c624936740141239137d7cddd7f397f.csv), Delete and Earn (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Delete%20and%20Earn%20143e9e383cac4a1ebe91ff78831845a4.csv)"
200,Number of Islands,Medium,Medium,,"BFS, Connected_Component, DFS, Graph, Matrix, Union Find, mbfs_preChkVisited_woSZ, search",https://leetcode.com/problems/number-of-islands,"AmazonFreq, HuaHua, LC_Top_Interview_150, jiuzhang, 算初BFS, 算高UnionFind&Trie","November 12, 2023 10:41 PM","July 26, 2022 5:02 PM",1,
201,[lint] Segment Tree Build,Medium,Pass,,SegmentTree_idx,https://www.lintcode.com/problem/201/,"jiuzhang, 算高SegmentTree","October 26, 2023 4:32 PM","August 28, 2022 5:30 PM",1,
202,[lint] Segment Tree Query,Medium,Pass,,SegmentTree_idx,https://www.lintcode.com/problem/segment-tree-query,"jiuzhang, 算高SegmentTree","October 27, 2023 4:54 PM","August 28, 2022 11:14 AM",1,
203,[lint] Segment Tree Modify,Medium,Low,,SegmentTree_idx,https://www.lintcode.com/problem/203/,"jiuzhang, 算高SegmentTree","October 27, 2023 4:50 PM","August 28, 2022 5:57 PM",1,
205,[lint] Interval Minimum Number,Medium,Low,More Solution,SegmentTree_idx,https://www.lintcode.com/problem/205/,"jiuzhang, 算高SegmentTree","October 28, 2023 12:36 PM","August 29, 2022 5:30 PM",1,
205,Isomorphic Strings,Easy,Low,,"Hash, string",https://leetcode.com/problems/isomorphic-strings/,"LC_Top_Interview_150, googleFreq","October 12, 2023 2:56 PM","October 10, 2022 2:52 PM",,
206,Reverse Linked List,Easy,Low,,"LinkedList, reverseAll",https://leetcode.com/problems/reverse-linked-list,"HuaHua, LC_75, jiuzhang, 算初LinkedList&Array","October 13, 2023 1:04 PM","July 29, 2022 4:03 PM",1,
206,[lint] Interval Sum,Medium,Pass,,"Prefix, SegmentTree_idx",https://www.lintcode.com/problem/206/,"jiuzhang, 算高SegmentTree","October 27, 2023 4:54 PM","August 29, 2022 5:32 PM",1,
206,[lint] Interval Sum,Medium,Pass,,Prefix,https://www.lintcode.com/problem/interval-sum/,googleFreq,"October 12, 2023 2:56 PM","October 11, 2022 12:32 AM",,
207,Course Schedule,Medium,Medium,,"Graph, TopSorting",https://leetcode.com/problems/course-schedule/,"HuaHua, LC_Top_Interview_150, jiuzhang, 算初BFS","October 16, 2023 1:00 AM","July 25, 2022 3:40 PM",1,
207,[lint] Interval Sum II,Hard,Low,,SegmentTree_idx,https://www.lintcode.com/problem/207/,"jiuzhang, 算高SegmentTree","October 27, 2023 10:29 PM","August 30, 2022 11:46 AM",1,
208,Implement Trie (Prefix Tree),Medium,Medium,,"Design, Tree, Trie",https://leetcode.com/problems/implement-trie-prefix-tree/,"HuaHua, LC_75, LC_Top_Interview_150, jiuzhang, 算高UnionFind&Trie","October 22, 2023 3:13 PM","August 27, 2022 11:05 PM",1,
209,Minimum Size Subarray Sum,Medium,Low,More Solution,"2pt_SameDir_minWin_chkValidAftR, Sliding Window",https://leetcode.com/problems/minimum-size-subarray-sum/,"LC_Top_Interview_150, jiuzhang, ticktokFreq, wisdompeak, 算高TwoPointers&PQ","November 17, 2023 1:01 AM","August 20, 2022 1:35 PM",1,
211,Design Add and Search Words Data Structure,Medium,High,Dig More,Trie,https://leetcode.com/problems/design-add-and-search-words-data-structure/,"LC_Top_Interview_150, jiuzhang, 算高UnionFind&Trie","October 22, 2023 7:16 PM","August 27, 2022 11:45 PM",1,"Implement Magic Dictionary (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Implement%20Magic%20Dictionary%20f65b48de8821406bb15ca2acd1fa5388.csv), Word Search II (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Word%20Search%20II%20792e85cd18f04d39958c8ac9ee969bd1.csv)"
212,Word Search II,Hard,High,HardToImplement,"BackTracking, DFS, Matrix, Trie, search",https://leetcode.com/problems/word-search-ii/,"LC_Top_Interview_150, jiuzhang, 算高UnionFind&Trie","October 22, 2023 7:19 PM","August 28, 2022 2:37 AM",1,Design Add and Search Words Data Structure (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Design%20Add%20and%20Search%20Words%20Data%20Structure%20a7e7faa5cea04664926a7edc19fa9c6f.csv)
213,House Robber II,Medium,Pass,,"Array, DP, dp-TimeSeqFromLastOne-Power, stateMachine",https://leetcode.com/problems/house-robber-ii/,"HuaHua, jiuzhang, wp动归套路, 算高DP上","October 29, 2023 9:06 PM","September 9, 2022 12:14 PM",1,
215,Kth Largest Element in an Array,Medium,Low,,"PQ, QuickSelect, kth",https://leetcode.com/problems/kth-largest-element-in-an-array,"LC_75, LC_Top_Interview_150, jiuzhang, leetcode_daily, 算初TwoPointers, 算高FollowUp","October 19, 2023 10:06 PM","August 8, 2022 11:39 PM",1,
218,The Skyline Problem,Hard,High,,"Geometry, OrderMap, PQ, Sort, Sweep-Line, Tree",https://leetcode.com/problems/the-skyline-problem/description/,"HuaHua, jiuzhang, 算初Hash&Heap, 算高BS&SwipeLine","October 21, 2023 9:48 PM","August 15, 2022 9:49 PM",1,
221,Maximal Square,Medium,Low,,"DP, Matrix",https://leetcode.com/problems/maximal-square/,"HuaHua, LC_Top_Interview_150, jiuzhang, 算高DP上","October 29, 2023 10:49 PM","September 9, 2022 1:03 PM",1,Count Square Submatrices with All Ones (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Count%20Square%20Submatrices%20with%20All%20Ones%20aa7200c93ebe4986a015d6d4d2faf891.csv)
232,Implement Queue using Stacks,Easy,Pass,,stack,https://leetcode.com/problems/implement-queue-using-stacks/,"jiuzhang, 算高Heap&Stack","October 28, 2023 12:57 PM","September 1, 2022 11:41 PM",1,
236,Lowest Common Ancestor of a Binary Tree,Medium,High,"Dig More, toRevisit","BinaryLifting, DFS, Divide and Conquer, Tree",https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree/,"HuaHua, LC_75, LC_Top_Interview_150, jiuzhang, 算初Tree Divide&Conquer","October 17, 2023 6:24 PM","July 8, 2022 4:26 PM",,"Kth Ancestor of a Tree Node (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Kth%20Ancestor%20of%20a%20Tree%20Node%20847479db64aa4644aafb1eb95986bdcf.csv), Minimum Edge Weight Equilibrium Queries in a Tree (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Minimum%20Edge%20Weight%20Equilibrium%20Queries%20in%20a%20Tree%20ba9b8fbaf4f84f88b3432babdc3bf0fb.csv), Lowest Common Ancestor of a Binary Tree II (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Lowest%20Common%20Ancestor%20of%20a%20Binary%20Tree%20II%20d25a677fff6f4935bac0a9c113aa1098.csv)"
237,Delete Node in a Linked List,Easy,Pass,,LinkedList,https://leetcode.com/problems/delete-node-in-a-linked-list/,"jiuzhang, 算初LinkedList&Array","October 16, 2023 4:59 PM","August 2, 2022 10:49 PM",1,
239,Sliding Window Maximum,Hard,Medium,,"Sliding Window, deque, monotonic",https://leetcode.com/problems/sliding-window-maximum/,"jiuzhang, 算高BS&SwipeLine","October 29, 2023 5:01 PM","September 9, 2022 12:03 PM",1,
242,[lint] Convert Binary Tree to Linked Lists by Depth,Easy,Pass,,"BFS, Tree",https://www.lintcode.com/problem/242/,"jiuzhang, 算初BFS","October 13, 2023 1:03 PM","July 17, 2022 11:52 PM",1,
246,Strobogrammatic Number,Easy,Pass,,2pt_DiffDir,https://leetcode.com/problems/strobogrammatic-number/,googleFreq,"October 12, 2023 2:56 PM","October 12, 2022 7:05 PM",,
247,[lint] Segment Tree Query II,Medium,Low,,SegmentTree_idx,https://www.lintcode.com/problem/segment-tree-query-ii/,"jiuzhang, 算高SegmentTree","October 27, 2023 10:31 PM","August 30, 2022 12:27 PM",1,
248,[lint] Count of Smaller Number,Medium,Medium,toRevisit,"BS_lower_upper_bound, SegmentTree_val, Sort",http://www.lintcode.com/en/problem/count-of-smaller-number,"jiuzhang, 算高SegmentTree","October 28, 2023 12:44 PM","August 30, 2022 4:18 PM",1,
251,Flatten 2D Vector,Medium,Pass,,iterator,https://leetcode.com/problems/flatten-2d-vector/,"jiuzhang, 算高FollowUp","October 31, 2023 3:06 PM","September 25, 2022 5:01 PM",1,
256,Paint House,Medium,Low,,"DP, dp-TimeSeqFromLastOne-Power, stateMachine",https://leetcode.com/problems/paint-house/,wp动归套路,"October 12, 2023 2:56 PM","November 19, 2022 10:32 PM",,
257,Binary Tree Paths,Easy,Low,,"Divide and Conquer, Tree, toNull",https://leetcode.com/problems/binary-tree-paths/,"jiuzhang, 算初Tree Divide&Conquer","October 13, 2023 12:53 PM","July 8, 2022 4:26 PM",1,
261,Graph Valid Tree,Medium,Medium,,"BFS, DFS, Graph, Union Find, gbfs_postChkVisited, gbfs_preChkVisited_woSz",https://leetcode.com/problems/graph-valid-tree/,"jiuzhang, 算初BFS, 算高UnionFind&Trie","October 16, 2023 1:00 AM","July 17, 2022 11:52 PM",1,
264,Ugly Number II,Medium,High,"Dig More, No Idea At First","DP, Hash, Math, PQ, kth",https://leetcode.com/problems/ugly-number-ii/,"HuaHua, jiuzhang, 算初DP, 算初Hash&Heap","October 21, 2023 4:03 PM","August 11, 2022 7:19 PM",1,
271,Encode and Decode Strings,Medium,Low,More Solution,,https://leetcode.com/problems/encode-and-decode-strings/,googleFreq,"October 12, 2023 2:56 PM","October 12, 2022 11:04 PM",,
277,Find the Celebrity,Medium,Medium,No Idea At First,"DP, Graph, Greedy",https://leetcode.com/problems/find-the-celebrity/,googleFreq,"October 12, 2023 2:56 PM","October 16, 2022 5:09 PM",,
278,First Bad Version,Easy,Pass,,BS_Idx,https://leetcode.com/problems/first-bad-version/,"jiuzhang, 算初BS, 算高BS&SwipeLine","October 13, 2023 11:35 PM","June 25, 2022 6:15 PM",1,
280,Wiggle Sort,Medium,Pass,,"Greedy, Sort",https://leetcode.com/problems/wiggle-sort/,"jiuzhang, 算高FollowUp","October 31, 2023 2:57 PM","September 22, 2022 12:17 PM",1,
283,Move Zeroes,Easy,High,,"2pt_SameDir_diffSpeed, Array, swap_put_keep_sequence",https://leetcode.com/problems/move-zeroes/,"HuaHua, LC_75, jiuzhang, wisdompeak, 算初TwoPointers","October 19, 2023 9:58 PM","August 3, 2022 1:37 PM",1,"Sort Colors (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Sort%20Colors%20b67e9929642045f0a0e1548122f219d0.csv), Separate Black and White Balls (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Separate%20Black%20and%20White%20Balls%20e7002c023486446da8f4067f7b15cddc.csv)"
285,Inorder Successor in BST,Medium,High,,"1Path, Tree",https://leetcode.com/problems/inorder-successor-in-bst/,"jiuzhang, 算初Tree Divide&Conquer","October 14, 2023 10:28 PM","July 12, 2022 10:02 PM",1,
287,Find the Duplicate Number,Medium,Low,More Solution,"BS_Val, Cycle",https://leetcode.com/problems/find-the-duplicate-number/,"jiuzhang, 算高BS&SwipeLine","October 28, 2023 5:21 PM","September 7, 2022 9:44 PM",1,
288,Unique Word Abbreviation,Medium,Pass,,Hash,https://leetcode.com/problems/unique-word-abbreviation/,googleFreq,"October 12, 2023 2:56 PM","October 16, 2022 6:34 PM",,
295,Find Median from Data Stream,Hard,Medium,,"Design, PQ, Tree",https://leetcode.com/problems/find-median-from-data-stream/,"HuaHua, LC_Top_Interview_150, jiuzhang, 算初Hash&Heap, 算高Heap&Stack","October 21, 2023 1:24 PM","August 15, 2022 2:40 PM",1,
297,Serialize and Deserialize Binary Tree,Hard,High,,"BFS, Design, Divide and Conquer, Iterate, Tree, tbfs_postChkNull_soSz",https://leetcode.com/problems/serialize-and-deserialize-binary-tree/,"HuaHua, jiuzhang, 算初BFS","October 16, 2023 3:56 PM","July 17, 2022 5:22 PM",1,Serialize and Deserialize BST (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Serialize%20and%20Deserialize%20BST%20ba35b9d29fc64212a2c4d2973c8f0da8.csv)
300,Longest Increasing Subsequence,Medium,High,"More Solution, toRevisit","Array, BS_todo, DP, GoForth, PatienceSort, UsePreResults, dp-TimeSeqFromLastX",https://leetcode.com/problems/longest-increasing-subsequence/,"HuaHua, LC_Top_Interview_150, jiuzhang, wp动归套路, 算初DP","October 22, 2023 12:20 AM","August 18, 2022 11:47 AM",1,"Number of Longest Increasing Subsequence (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Number%20of%20Longest%20Increasing%20Subsequence%20002a704f8f96414397bb7945631700c7.csv), Longest String Chain (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Longest%20String%20Chain%20454f01bd38334ac2addfd34384e6b23b.csv)"
302,Smallest Rectangle Enclosing Black Pixels,Hard,Low,,"BFS, BS_Idx, Matrix",https://leetcode.com/problems/smallest-rectangle-enclosing-black-pixels/,"jiuzhang, 算初BFS, 算初BS","October 12, 2023 2:57 PM","July 8, 2022 12:32 PM",1,
305,Number of Islands II,Hard,Medium,,Union Find,https://leetcode.com/problems/number-of-islands-ii,"jiuzhang, 算高UnionFind&Trie","October 22, 2023 3:12 PM","August 27, 2022 4:12 PM",1,
309,Best Time to Buy and Sell Stock with Cooldown,Medium,High,More Solution,"DP, dp-TimeSeqFromLastOne-Power, stateMachine",https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown,"HuaHua, wp动归套路","October 12, 2023 2:56 PM","September 29, 2022 12:42 AM",,Best Time to Buy and Sell Stock (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Best%20Time%20to%20Buy%20and%20Sell%20Stock%20fec2d505349445dea1d7e454cc9d0a5a.csv)
312,Burst Balloons,Hard,Low,,"Array, DP, dp-Pyr",https://leetcode.com/problems/burst-balloons/,"HuaHua, jiuzhang, wp动归套路, 算高DP下","October 12, 2023 2:56 PM","September 10, 2022 11:20 AM",,
315,Count of Smaller Numbers After Self,Hard,High,"More Solution, No Idea At First","Divide and Conquer, MergeSort, SegmentTree_val, Tree",https://leetcode.com/problems/count-of-smaller-numbers-after-self/,"HuaHua, jiuzhang, 算高SegmentTree","December 18, 2023 11:10 PM","August 31, 2022 12:01 AM",1,Reverse Pairs (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Reverse%20Pairs%20253d0403dba84fc2857f5c4546ebdd39.csv)
323,Number of Connected Components in an Undirected Graph,Medium,Low,More Solution,"BFS, DFS, Graph, Union Find",https://leetcode.com/problems/number-of-connected-components-in-an-undirected-graph/,"jiuzhang, 算初BFS","October 16, 2023 1:02 AM","July 26, 2022 5:37 PM",1,
324,Wiggle Sort II,Medium,Medium,More Solution,QuickSelect,https://leetcode.com/problems/wiggle-sort-ii/,"jiuzhang, 算高FollowUp","November 1, 2023 8:20 PM","September 23, 2022 5:25 PM",1,
329,Longest Increasing Path in a Matrix,Hard,Low,More Solution,"DFS, DP, Graph, Matrix, search",https://leetcode.com/problems/longest-increasing-path-in-a-matrix/,"HuaHua, googleFreq","October 12, 2023 2:56 PM","October 6, 2022 8:45 PM",,
340,Longest Substring with At Most K Distinct Characters,Medium,Medium,,2pt_SameDir_maxWin_chkValidAftR,https://leetcode.com/problems/longest-substring-with-at-most-k-distinct-characters/,"jiuzhang, 算高TwoPointers&PQ","October 22, 2023 2:24 PM","August 20, 2022 1:35 PM",1,
341,Flatten Nested List Iterator,Medium,Low,,"iterator, stack",https://leetcode.com/problems/flatten-nested-list-iterator/,"jiuzhang, 算高FollowUp","October 31, 2023 2:56 PM","September 25, 2022 4:52 PM",1,
346,Moving Average from Data Stream,Easy,Pass,,queue,https://leetcode.com/problems/moving-average-from-data-stream/submissions/,googleFreq,"October 12, 2023 2:56 PM","October 10, 2022 10:06 PM",,
349,Intersection of Two Arrays,Easy,Pass,,Array,https://leetcode.com/problems/intersection-of-two-arrays/,"jiuzhang, 算初LinkedList&Array","October 16, 2023 5:00 PM","August 3, 2022 1:29 PM",1,
354,Russian Doll Envelopes,Hard,Pass,,"Array, DP, GoForth, UsePreResults",https://leetcode.com/problems/russian-doll-envelopes/,"jiuzhang, 算初DP","October 22, 2023 12:11 AM","August 18, 2022 12:25 PM",1,
359,Logger Rate Limiter,Easy,Pass,,,https://leetcode.com/problems/logger-rate-limiter/,googleFreq,"October 12, 2023 2:56 PM","October 1, 2022 12:38 AM",,
366,Find Leaves of Binary Tree,Medium,Medium,,"DFS, Divide and Conquer, Tree",https://leetcode.com/problems/find-leaves-of-binary-tree/,googleFreq,"October 12, 2023 2:56 PM","October 3, 2022 10:48 AM",,
368,Largest Divisible Subset,Medium,Medium,,"Array, DP, GoForth, UsePreResults, dp-TimeSeqFromLastX",https://leetcode.com/problems/largest-divisible-subset/,"jiuzhang, wp动归套路, 算初DP","October 22, 2023 12:14 AM","August 18, 2022 12:25 PM",1,
374,Guess Number Higher or Lower,Easy,Pass,,BS_Val,https://leetcode.com/problems/guess-number-higher-or-lower/,"LC_75, googleFreq","October 12, 2023 2:56 PM","October 17, 2022 6:42 PM",,
375,Guess Number Higher or Lower II,Medium,Low,,dp-Pyr,https://leetcode.com/problems/guess-number-higher-or-lower-ii/,wp动归套路,"October 12, 2023 2:56 PM","December 17, 2022 12:18 AM",,
376,Wiggle Subsequence,Medium,High,"Dig More, More Solution, No Idea At First","DP, dp-TimeSeqFromLastOne-Power, stateMachine",https://leetcode.com/problems/wiggle-subsequence/,wp动归套路,"October 12, 2023 2:56 PM","November 18, 2022 12:48 PM",,
378,Kth Smallest Element in a Sorted Matrix,Medium,Medium,"CalcuComplexity, No Idea At First","BS_Val, PQ, kth",https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix/,"HuaHua, jiuzhang, 算初Hash&Heap, 算高TwoPointers&PQ","October 21, 2023 1:22 PM","August 15, 2022 9:30 PM",1,"Kth Smallest Number in Multiplication Table (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Kth%20Smallest%20Number%20in%20Multiplication%20Table%20cc17c7c0be7945be91a361ee02bc6731.csv), K-th Smallest Prime Fraction (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/K-th%20Smallest%20Prime%20Fraction%207c951e5c8ed7479dac2997b627722d17.csv), Find K-th Smallest Pair Distance (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Find%20K-th%20Smallest%20Pair%20Distance%200447f8ad46f94f05991e0c16d880e076.csv)"
387,First Unique Character in a String,Easy,Pass,,Hash,https://leetcode.com/problems/first-unique-character-in-a-string/,googleFreq,"October 12, 2023 2:56 PM","October 16, 2022 5:48 PM",,
